00:57:09.921 WARN  ~~ LOOPS: 15. ENTITY #: 1361//903. VIEW #: 2. BACKLOGGED :: 107.200%! ~~ 
17:37:04.164 WARN  ~~ LOOPS: 15. ENTITY #: 493//112. VIEW #: 2. BACKLOGGED :: 101.200%! ~~ 
17:37:04.164 WARN  Total activation time: 146 
17:37:04.165 WARN  Total collision time: 33 
17:37:04.165 WARN  Total cycle time: 327 
17:37:04.165 WARN  Total player update time: 87 
17:37:04.165 WARN  Total lb+minimap processing time: 92 
17:37:04.165 WARN  Total entity physics calculation time: 46 
17:37:04.166 WARN  Total entity life+thought cycle time: 116 
17:37:04.166 WARN  Total entity selfie-taking time: 34 
17:37:04.166 WARN  Total time: 881 
17:37:05.350 WARN  ~~ LOOPS: 11. ENTITY #: 494//109. VIEW #: 2. BACKLOGGED :: 174.000%! ~~ 
17:37:05.351 WARN  Total activation time: 155 
17:37:05.351 WARN  Total collision time: 32 
17:37:05.352 WARN  Total cycle time: 450 
17:37:05.352 WARN  Total player update time: 142 
17:37:05.353 WARN  Total lb+minimap processing time: 123 
17:37:05.353 WARN  Total entity physics calculation time: 48 
17:37:05.354 WARN  Total entity life+thought cycle time: 149 
17:37:05.354 WARN  Total entity selfie-taking time: 47 
17:37:05.354 WARN  Total time: 1146 
17:37:06.449 WARN  ~~ LOOPS: 12. ENTITY #: 495//115. VIEW #: 2. BACKLOGGED :: 146.250%! ~~ 
17:37:06.449 WARN  Total activation time: 134 
17:37:06.449 WARN  Total collision time: 35 
17:37:06.449 WARN  Total cycle time: 416 
17:37:06.449 WARN  Total player update time: 108 
17:37:06.450 WARN  Total lb+minimap processing time: 58 
17:37:06.450 WARN  Total entity physics calculation time: 50 
17:37:06.450 WARN  Total entity life+thought cycle time: 141 
17:37:06.450 WARN  Total entity selfie-taking time: 59 
17:37:06.450 WARN  Total time: 1001 
17:37:07.501 WARN  ~~ LOOPS: 14. ENTITY #: 495//114. VIEW #: 2. BACKLOGGED :: 114.429%! ~~ 
17:37:07.501 WARN  Total activation time: 158 
17:37:07.501 WARN  Total collision time: 40 
17:37:07.501 WARN  Total cycle time: 335 
17:37:07.501 WARN  Total player update time: 106 
